feature_id,feature_name,category,summary,purpose,owner_volume,supporting_volumes,implementation_status,release_stage,priority,initial_release_required,groundwork_required_now,platform_availability,edition_availability,dependencies,risk_level,safety_classification,UX_location,API_or_service_owner,acceptance_summary,design_evidence,implementation_evidence,test_evidence,release_evidence,blocker,tentative_start_window,tentative_completion_window,timeline_confidence,release_history,replacement_feature,deprecation_notes
FEAT-0259,Diagnostics and self-check tooling,29 Support and administration,Self-check tooling for both Founder and customer deployments.,Reduce support burden; let a user/operator self-diagnose common issues.,DS-023,,Idea,Stage 4 -- Customer Cloud Beta,Medium,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0260,Customer support intake,29 Support and administration,Structured support-request intake surface.,Operational support workflow.,DS-023,DS-022,Idea,Stage 5 -- Initial Commercial Release,Medium,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0261,Creator strategy versioning,30 Developer and creator ecosystem,Versioning model for strategies authored by ecosystem creators.,Groundwork for eventual strategy distribution.,DS-002,DS-022,Idea,Stage 8 -- Strategy Ecosystem and Private Collaboration,Low,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Medium,Deterministic-Authoritative,TBD,TBD,A creator's strategy version history is immutable once published; editing a published strategy creates a new version rather than silently altering the published one.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0262,Marketplace ownership and versioning model,30 Developer and creator ecosystem,Ownership/versioning architecture a future marketplace would need.,"Groundwork Required Now per foundation instructions, even though the marketplace itself is long-term backlog.",DS-002,DS-022,Idea,"Stage 9 -- Marketplace, Global, and Institutional Expansion",Low,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Medium,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0263,White-label SDK (explicitly excluded from initial release),30 Developer and creator ecosystem,SDK allowing a third party to white-label DarkSage capability.,Explicitly excluded from Stage 5; long-term backlog only.,DS-002,DS-022,Idea,"Stage 9 -- Marketplace, Global, and Institutional Expansion",Low,No,Decision Pending,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0264,Regional commercial restrictions,31 Commercial and regional availability,Jurisdictions where DarkSage is not offered or is offered with restrictions.,See DS-019 for full detail.,DS-019,,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Groundwork Required Now,Windows;Web;iOS;Android,Customer,,Medium,N/A,TBD,TBD,An account whose registered jurisdiction is on the restricted list cannot complete signup or is limited to the documented restricted feature set for that jurisdiction.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,"Created in Product Expansion foundation pass (2026-07-25); Initial-release status repair (2026-07-26): reclassified Idea -> Planned. Reason: Even a single-region launch requires an explicit, enforced regional-availability decision for legal/compliance reasons; a minimal allowlist (not a full global compliance matrix) satisfies Stage 5.",,
FEAT-0265,Institutional routing (explicitly excluded from initial release),31 Commercial and regional availability,Institutional-grade order routing/connectivity.,Explicitly excluded from Stage 5; long-term backlog only.,DS-023,,Idea,"Stage 9 -- Marketplace, Global, and Institutional Expansion",Low,No,Decision Pending,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0266,Public strategy/signal marketplace (long-term backlog),32 Future marketplace and institutional features,See Collaboration/Social category's marketplace entries.,Cross-reference for completeness under the 32-category feature order.,DS-022,,Idea,"Stage 9 -- Marketplace, Global, and Institutional Expansion",Low,No,Decision Pending,Windows;Web;iOS;Android,Founder;Customer,,High,Deterministic-Authoritative,TBD,TBD,"See FEAT-0225 (Public strategy marketplace) for the authoritative acceptance criteria; this row is a cross-reference only, not an independent requirement.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0267,Global/institutional expansion features,32 Future marketplace and institutional features,Long-range institutional-market feature set.,"Year-5+ ambition, not currently scoped.",DS-023,,Idea,"Stage 9 -- Marketplace, Global, and Institutional Expansion",Low,No,Decision Pending,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0268,Founder Sage Developer Mode,33 Founder developer tooling,"Founder-only, private, local-workstation AI coding/research assistant: repository inspection, code search/explanation, code and test generation, build/runtime/test failure diagnosis, migration/documentation generation, experimental indicator/strategy prototyping, sandboxed local tool execution, diff preparation, and Founder-review commit staging, with maintained task history/context and optional routing between local reasoning and coding models.","Give the Founder a private, sandboxed coding/research assistant without extending any trading authority, execution capability, or customer-facing surface.",DS-018,DS-015;DS-021;DS-023,Idea,Stage 3 -- Founder Workstation Beta,Medium,No,Groundwork Required Now,Windows;macOS;Linux,Founder,FEAT-0001;FEAT-0002;FEAT-0122;FEAT-0008;FEAT-0249;FEAT-0247;FEAT-0251,High,Deterministic-Authoritative,Founder desktop/workstation development environment (IDE/CLI integration) only -- not a customer-facing surface,Founder-local coding-assistant service (local models; optional reasoning/coding model routing),"Founder Sage Developer Mode can inspect/search/explain/generate code, tests, and diffs, and stage commits for Founder review, entirely within an explicit repository allowlist on the Founder's local workstation. It cannot push, merge, force-push, rewrite history, or delete a protected branch; cannot spend money or change production credentials; cannot disclose secrets; cannot alter security/privacy boundaries or any deterministic trading-safety control without explicit Founder approval and independent validation; and has no broker/order-submission authority merely because coding tools are available. Every action is logged, every change is recoverable via clean-diff rollback, and suggested/working-tree/staged/committed/pushed code states are always distinguishable to the Founder.",Not Yet Designed,None,None,None -- not released,None,Stage 1 (groundwork),Stage 3 (usable private version),Low,Created in audit repair pass (2026-07-26) per Founder Sage Developer Mode requirement.,,
FEAT-0269,Launch Gate System,34 Launch Readiness and Go-to-Market Operations,"Master readiness system for launch gates, readiness checklist items, and evidence tracking.","Track launch decision readiness, blocking checks, evidence locations, and rollback requirements.",DS-023,DS-019;DS-022,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Groundwork Required Now,Windows;macOS;Linux;Web;iOS;Android,Founder;Customer,,High,N/A,N/A,DS-023,"A launch gate system is documented, with gate criteria, supporting artifacts, and approvers specified.",docs/launch/LAUNCH_GATE_MATRIX.csv,None -- not released,None -- not released,None -- not released,None,Stage 5,Stage 6,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0270,Founder Alpha Readiness,34 Launch Readiness and Go-to-Market Operations,Private Founder-only readiness milestone for internal testing and safety validation.,Define the Founder-only alpha readiness criteria and private testing boundary.,DS-018,DS-015;DS-021,Planned,Stage 3 -- Founder Workstation Beta,Medium,No,Groundwork Required Now,Windows;macOS;Linux,Founder,FEAT-0269,High,Informational,N/A,DS-018,Founder-only alpha criteria are documented and the build is separated from customer-facing artifacts.,docs/launch/BETA_READINESS_CHECKLIST.md,None -- not released,None -- not released,None -- not released,None,Stage 3,Stage 4,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0271,Customer Beta Readiness,34 Launch Readiness and Go-to-Market Operations,Customer-facing beta program readiness for early access and qualification.,"Define criteria for customer beta recruitment, onboarding, and feedback collection.",DS-022,DS-019;DS-023,Planned,Stage 4 -- Customer Cloud Beta,High,Yes,Groundwork Required Now,Web;iOS;Android,Customer,FEAT-0269,Medium,Informational,Docs/launch/BETA_READINESS_CHECKLIST.md,DS-022,Customer beta criteria and recruitment plan are documented.,docs/launch/BETA_READINESS_CHECKLIST.md,None -- not released,None -- not released,None -- not released,None,Stage 4,Stage 5,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0272,Commercial Release Readiness,34 Launch Readiness and Go-to-Market Operations,"Validated release readiness for commercial availability, billing, and operations.",Define the commercial release gate and evidence requirements.,DS-019,DS-023,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Groundwork Required Now,Windows;macOS;Linux;Web;iOS;Android,Founder;Customer,FEAT-0269;FEAT-0271;FEAT-0277,High,Informational,N/A,DS-019,Commercial release readiness criteria are documented and traceable.,docs/launch/COMMERCIAL_RELEASE_CHECKLIST.md,None -- not released,None -- not released,None -- not released,None,Stage 5,Stage 6,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0273,Customer Discovery Program,34 Launch Readiness and Go-to-Market Operations,"Defined program for customer discovery, interviews, and problem validation.",Establish the customer discovery plan and segment hypotheses.,DS-022,DS-019,Planned,Stage 4 -- Customer Cloud Beta,High,No,Groundwork Required Now,N/A,Founder;Customer,FEAT-0269,Medium,Informational,N/A,DS-022,Customer discovery plan and validation hypotheses are documented.,docs/launch/CUSTOMER_VALIDATION_PLAN.md,None -- not released,None -- not released,None -- not released,None,Stage 4,Stage 5,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0274,Waitlist and Early Access,34 Launch Readiness and Go-to-Market Operations,Waitlist and early access systems for onboarding and customer segmentation.,"Capture pre-launch customer engagement, consent, and early-access flows.",DS-022,DS-019,Planned,Stage 4 -- Customer Cloud Beta,Medium,No,Groundwork Required Now,Web,Customer,FEAT-0273,Medium,Informational,N/A,DS-022,Waitlist and early-access criteria are documented and consent flows are defined.,docs/launch/SAAS_LAUNCH_READINESS_CHECKLIST.md,None -- not released,None -- not released,None -- not released,None,Stage 4,Stage 5,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0275,Product Analytics Event Taxonomy,34 Launch Readiness and Go-to-Market Operations,Defined event taxonomy for product analytics and activation tracking.,Ensure key customer signals are tracked and privacy-classified before launch.,DS-022,DS-019,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Groundwork Required Now,N/A,Founder;Customer,FEAT-0274,Medium,Informational,N/A,DS-022,Analytics event taxonomy is documented with privacy requirements.,docs/launch/PRODUCT_ANALYTICS_EVENT_REGISTER.csv,None -- not released,None -- not released,None -- not released,None,Stage 4,Stage 5,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0276,Transactional Email System,34 Launch Readiness and Go-to-Market Operations,Transactional email templates and delivery readiness for customer notifications.,"Define the email notifications required for authentication, billing, support, and operations.",DS-019,DS-022,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Groundwork Required Now,N/A,Founder;Customer,FEAT-0274,High,Informational,N/A,DS-019,Transactional email register is documented and sensitive fields are prohibited.,docs/launch/TRANSACTIONAL_EMAIL_REGISTER.csv,None -- not released,None -- not released,None -- not released,None,Stage 4,Stage 5,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0277,Billing Scenario Test Matrix,34 Launch Readiness and Go-to-Market Operations,"Controlled billing test scenarios covering payment, subscriptions, and entitlement lifecycle edge cases.",Ensure billing and entitlement behavior is validated before commercial release.,DS-019,DS-023,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Groundwork Required Now,N/A,Founder;Customer,,High,Informational,N/A,DS-019,"Billing test scenarios are documented for declined payment, webhook flows, refunds, and entitlement changes.",docs/launch/BILLING_TEST_MATRIX.csv,None -- not released,None -- not released,None -- not released,None,Stage 5,Stage 5,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0278,Legal Artifact Inventory,34 Launch Readiness and Go-to-Market Operations,Inventory of required legal and policy artifacts for launch readiness.,"Track legal artifacts, review responsibility, required stage, and evidence paths.",DS-021,DS-023,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Groundwork Required Now,N/A,Founder;Customer,FEAT-0269,High,Informational,N/A,DS-021,Legal artifact register is documented and review requirements are specified.,docs/launch/LEGAL_AND_POLICY_ARTIFACT_REGISTER.csv,None -- not released,None -- not released,None -- not released,None,Stage 4,Stage 5,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0279,Support Operations,34 Launch Readiness and Go-to-Market Operations,"Support operations plan for launch, incident response, and ongoing customer support.","Define support channels, severity levels, escalation, diagnostics, and incident communications.",DS-023,DS-022,Planned,Stage 5 -- Initial Commercial Release,Medium,Yes,Groundwork Required Now,N/A,Founder;Customer,FEAT-0269,Medium,Informational,N/A,DS-023,Support operations plan is documented for launch and early operations.,docs/launch/SUPPORT_OPERATIONS_PLAN.md,None -- not released,None -- not released,None -- not released,None,Stage 5,Stage 6,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0280,Launch-Day Runbook,34 Launch Readiness and Go-to-Market Operations,"Operational runbook for launch day validation, monitoring, and go/no-go decisions.","Ensure launch day has defined checks, rollback readiness, and communications.",DS-023,DS-021,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Groundwork Required Now,N/A,Founder;Customer,FEAT-0272;FEAT-0279,High,Informational,N/A,DS-023,"Launch-Day runbook is documented with go/no-go criteria, monitoring, and authority.",docs/launch/LAUNCH_DAY_RUNBOOK.md,None -- not released,None -- not released,None -- not released,None,Stage 5,Stage 5,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0281,Commercial Rollback Plan,34 Launch Readiness and Go-to-Market Operations,"Defined rollback plan for release halt conditions, feature-flag shutdown, and recovery.","Ensure rollback actions are documented, safe, and communicated.",DS-023,DS-019,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Groundwork Required Now,N/A,Founder;Customer,FEAT-0272;FEAT-0279,High,Informational,N/A,DS-023,"Rollback plan is documented with triggers, rollbacks, and post-rollback validation.",docs/launch/RELEASE_ROLLBACK_RUNBOOK.md,None -- not released,None -- not released,None -- not released,None,Stage 5,Stage 6,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0282,Post-Launch 90-Day Review,34 Launch Readiness and Go-to-Market Operations,Post-launch stabilization and review plan for the first 90 days after launch.,"Track the first 90 days of launch performance, incidents, and product adoption.",DS-023,DS-022,Planned,Stage 6 -- Advanced Trading Expansion,Medium,No,Groundwork Required Now,N/A,Founder;Customer,FEAT-0280;FEAT-0281,Medium,Informational,N/A,DS-023,Post-launch 90-day checkpoint plan is documented with operational metrics and review milestones.,docs/launch/POST_LAUNCH_90_DAY_PLAN.md,None -- not released,None -- not released,None -- not released,None,Stage 6,Stage 7,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0283,Customer Feedback and Churn Analysis,34 Launch Readiness and Go-to-Market Operations,Customer feedback and churn analysis plan for early operations.,"Capture customer feedback, abandonment reasons, and churn drivers.",DS-022,DS-023,Planned,Stage 6 -- Advanced Trading Expansion,Medium,No,Groundwork Required Now,N/A,Founder;Customer,FEAT-0282,Medium,Informational,N/A,DS-022,Feedback and churn analysis plan is documented for post-launch learning.,docs/launch/CUSTOMER_VALIDATION_PLAN.md,None -- not released,None -- not released,None -- not released,None,Stage 6,Stage 7,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0284,Status Page,34 Launch Readiness and Go-to-Market Operations,External status page readiness for customer-facing incident communication.,Provide transparent service status and incident communication to customers.,DS-023,DS-021,Planned,Stage 5 -- Initial Commercial Release,Medium,No,Groundwork Required Now,Web,Founder;Customer,FEAT-0279,Medium,Informational,N/A,DS-023,Status page readiness is documented and linked to incident response procedures.,docs/launch/SUPPORT_OPERATIONS_PLAN.md,None -- not released,None -- not released,None -- not released,None,Stage 5,Stage 5,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0285,Help Center and Knowledge Base,34 Launch Readiness and Go-to-Market Operations,Help center and knowledge base readiness for launch support.,"Provide support documentation, FAQs, and operational guidance.",DS-023,DS-022,Planned,Stage 5 -- Initial Commercial Release,Medium,No,Groundwork Required Now,Web,Founder;Customer,FEAT-0279,Medium,Informational,N/A,DS-023,Help center readiness is documented with support content and escalation paths.,docs/launch/SUPPORT_OPERATIONS_PLAN.md,None -- not released,None -- not released,None -- not released,None,Stage 5,Stage 6,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0286,Beta Recruitment and Qualification,34 Launch Readiness and Go-to-Market Operations,Beta candidate recruitment and qualification criteria for early access programs.,"Define beta applicant segmentation, qualification, and onboarding.",DS-022,DS-019,Planned,Stage 4 -- Customer Cloud Beta,Medium,No,Groundwork Required Now,N/A,Founder;Customer,FEAT-0273,Medium,Informational,N/A,DS-022,Beta recruitment criteria are documented and customer segments are defined.,docs/launch/CUSTOMER_VALIDATION_PLAN.md,None -- not released,None -- not released,None -- not released,None,Stage 4,Stage 5,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0287,Demo and Screenshot Package,34 Launch Readiness and Go-to-Market Operations,Launch demo and screenshot package for marketing and customer onboarding.,"Capture marketing artifact readiness, demo flows, and screenshot requirements.",DS-022,DS-019,Planned,Stage 5 -- Initial Commercial Release,Low,No,Groundwork Required Now,N/A,Founder;Customer,FEAT-0273,Low,Informational,N/A,DS-022,Demo and screenshot requirements are documented for launch communications.,docs/launch/SAAS_LAUNCH_READINESS_CHECKLIST.md,None -- not released,None -- not released,None -- not released,None,Stage 4,Stage 5,Low,Created in launch readiness foundation pass (2026-07-26).,,
FEAT-0288,Pricing Validation,34 Launch Readiness and Go-to-Market Operations,Pricing validation and willingness-to-pay testing for the launch offering.,"Capture pricing feedback, entry criteria, and scope decision rules.",DS-019,DS-022,Planned,Stage 5 -- Initial Commercial Release,Medium,No,Groundwork Required Now,N/A,Founder;Customer,FEAT-0274;FEAT-0277,Medium,Informational,N/A,DS-019,Pricing validation criteria are documented and aligned with beta/customer feedback.,docs/launch/CUSTOMER_VALIDATION_PLAN.md,None -- not released,None -- not released,None -- not released,None,Stage 5,Stage 6,Low,Created in launch readiness foundation pass (2026-07-26).,,
